PSR Number,Description,Status,Date Originated,Final Complete Date,Product Line(s),Complaint Details.Adverse Event Suspected?,Complaint Details.Facility Country,Complaint Details.Lot/Serial Number,Complaint Details.Complaint Received By,Complaint Details.Investigation Result Code (N/A to all QMS),Complaint Details.Customer Symptom Code
00000151,Description 151,Closed,10/13/2017 09:04:01 PM PDT,10/20/2017 05:22:11 AM PDT,Product 52,No,Germany,N/A,Name 151,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000152,Description 152,Closed,10/13/2017 09:04:02 PM PDT,10/20/2017 05:23:12 AM PDT,Product 53,No,France,126596,Name 152,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00000153,Description 153,Closed,10/17/2017 09:03:42 PM PDT,11/16/2017 05:02:47 AM PST,Product 54,No,Germany,N/A,Name 153,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000154,Description 154,Closed,10/18/2017 09:03:42 PM PDT,07/16/2018 12:49:02 AM PDT,Product 55,No,Germany,64211730,Name 154,N/A,Other
00000155,Description 155,Closed,10/16/2017 09:03:44 PM PDT,10/20/2017 05:23:29 AM PDT,Product 56,No,Germany,706549,Name 155,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000156,Description 156,Closed,10/16/2017 09:03:45 PM PDT,10/24/2017 01:10:47 AM PDT,Product 57,No,Germany,354272,Name 156,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000157,Description 157,Closed,10/16/2017 09:03:45 PM PDT,10/20/2017 05:23:59 AM PDT,Product 58,No,Germany,706549,Name 157,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000158,Description 158,Closed,10/16/2017 09:03:46 PM PDT,10/24/2017 01:56:11 AM PDT,Product 59,No,Germany,N/A,Name 158,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000159,Description 159,Closed,10/16/2017 09:03:46 PM PDT,10/20/2017 05:24:12 AM PDT,Product 60,No,Germany,N/A,Name 159,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000160,Description 160,Closed,10/16/2017 09:03:47 PM PDT,10/20/2017 05:24:29 AM PDT,Product 61,No,Germany,N/A,Name 160,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000161,Description 161,Closed,10/16/2017 09:03:47 PM PDT,10/20/2017 05:24:44 AM PDT,Product 62,No,Germany,N/A,Name 161,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000162,Description 162,Closed,10/16/2017 09:03:48 PM PDT,11/03/2017 04:36:51 AM PDT,Product 63,No,Austria,n,Name 162,"N/A, Complaint Closed Prior To This Field Implementation",Cable issue
00000163,Description 163,Closed,10/16/2017 09:03:48 PM PDT,11/03/2017 04:41:16 AM PDT,Product 64,No,Germany,n,Name 163,"N/A, Complaint Closed Prior To This Field Implementation",Lid is damaged
00000164,Description 164,Closed,10/17/2017 09:03:43 PM PDT,10/24/2017 01:43:28 AM PDT,Product 65,No,Germany,419949,Name 164,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000165,Description 165,Closed,10/17/2017 09:03:43 PM PDT,10/20/2017 05:24:59 AM PDT,Product 66,No,Germany,N/A,Name 165,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000166,Description 166,Closed,10/13/2017 09:04:13 PM PDT,11/03/2017 04:43:54 AM PDT,Product 67,No,Germany,237915,Name 166,"N/A, Complaint Closed Prior To This Field Implementation",Headset
00000167,Description 167,Closed,10/13/2017 09:04:18 PM PDT,10/24/2017 01:45:54 AM PDT,Product 68,No,Ireland,401731,Name 167,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00000168,Description 168,Closed,10/13/2017 09:05:01 PM PDT,11/21/2017 03:45:54 AM PST,Product 69,No,Germany,N/A,Name 168,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000169,Description 169,Closed,10/16/2017 09:03:52 PM PDT,11/24/2017 04:06:40 AM PST,Product 70,No,El Salvador,N/A,Name 169,"N/A, Complaint Closed Prior To This Field Implementation",Camera
00000170,Description 170,Closed,10/16/2017 09:03:52 PM PDT,10/24/2017 07:42:51 AM PDT,Product 71,No,Belgium,35883,Name 170,"N/A, Complaint Closed Prior To This Field Implementation",Main/Digital Board
00000171,Description 171,Closed,10/16/2017 09:03:53 PM PDT,01/15/2018 01:34:56 AM PST,Product 72,No,Japan,N/A,Name 171,"N/A, Complaint Closed Prior To This Field Implementation",Obsolete Part/Product
00000172,Description 172,Closed,10/16/2017 09:03:53 PM PDT,12/07/2017 03:37:30 AM PST,Product 73,No,Japan,N/A,Name 172,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000173,Description 173,Closed,10/16/2017 09:03:54 PM PDT,11/26/2017 11:18:36 PM PST,Product 74,No,Korea,N/A,Name 173,"N/A, Complaint Closed Prior To This Field Implementation",Software Issue
00000174,Description 174,Closed,10/16/2017 09:03:56 PM PDT,11/03/2017 04:50:05 AM PDT,Product 75,No,Denmark,ZO 001724,Name 174,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00000175,Description 175,Closed,10/16/2017 09:03:56 PM PDT,11/21/2017 04:45:29 AM PST,Product 76,No,Nepal,N/A,Name 175,"N/A, Complaint Closed Prior To This Field Implementation",Connector - Bent or Damaged
00000176,Description 176,Closed,10/16/2017 09:03:58 PM PDT,11/21/2017 04:45:00 AM PST,Product 77,No,Sweden,704734,Name 176,"N/A, Complaint Closed Prior To This Field Implementation",Main/Digital Board
00000177,Description 177,Closed,10/16/2017 09:03:59 PM PDT,10/25/2017 05:20:04 AM PDT,Product 78,No,Slovenia,216123,Name 177,"N/A, Complaint Closed Prior To This Field Implementation",Display
00000178,Description 178,Closed,10/16/2017 09:03:59 PM PDT,10/24/2017 01:48:10 AM PDT,Product 79,No,Korea,88255,Name 178,"N/A, Complaint Closed Prior To This Field Implementation",Pump
00000179,Description 179,Closed,10/16/2017 09:04:00 PM PDT,11/23/2017 11:50:53 PM PST,Product 80,No,Ireland,425516,Name 179,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00000180,Description 180,Closed,10/16/2017 09:04:01 PM PDT,10/24/2017 02:01:35 AM PDT,Product 81,No,Finland,N/A,Name 180,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00000181,Description 181,Closed,10/16/2017 09:04:12 PM PDT,10/20/2017 05:25:20 AM PDT,Product 82,No,France,5399,Name 181,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00000182,Description 182,Closed,10/16/2017 09:04:21 PM PDT,11/16/2017 05:03:28 AM PST,Product 83,No,France,5399,Name 182,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00000183,Description 183,Closed,10/16/2017 09:04:23 PM PDT,11/23/2017 12:22:19 AM PST,Product 84,No,United Kingdom,EP-TE28860,Name 183,"N/A, Complaint Closed Prior To This Field Implementation",Cable issue
00000184,Description 184,Closed,10/16/2017 09:04:24 PM PDT,11/23/2017 11:50:26 PM PST,Product 85,No,Ireland,405082,Name 184,"N/A, Complaint Closed Prior To This Field Implementation",Cable issue
00000185,Description 185,Closed,10/16/2017 09:04:29 PM PDT,11/23/2017 11:48:51 PM PST,Product 86,No,Ireland,425478,Name 185,"N/A, Complaint Closed Prior To This Field Implementation",Cable issue
00000186,Description 186,Closed,10/16/2017 09:04:29 PM PDT,10/24/2017 02:18:03 AM PDT,Product 87,No,Ireland,405082,Name 186,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00000187,Description 187,Closed,10/16/2017 09:04:30 PM PDT,11/23/2017 11:42:47 PM PST,Product 88,No,Ireland,405082,Name 187,"N/A, Complaint Closed Prior To This Field Implementation",Cable issue
00000188,Description 188,Closed,10/16/2017 09:04:50 PM PDT,11/23/2017 11:42:19 PM PST,Product 89,No,Ireland,401731,Name 188,"N/A, Complaint Closed Prior To This Field Implementation",Cable issue
00000189,Description 189,Closed,10/16/2017 09:05:01 PM PDT,10/24/2017 07:42:19 AM PDT,Product 90,No,Ireland,401793,Name 189,"N/A, Complaint Closed Prior To This Field Implementation",Loose Hardware/Parts
00000190,Description 190,Closed,10/16/2017 09:05:01 PM PDT,10/24/2017 02:15:57 AM PDT,Product 91,No,Ireland,374001,Name 190,"N/A, Complaint Closed Prior To This Field Implementation",Cable issue
00000191,Description 191,Closed,10/16/2017 09:05:26 PM PDT,10/24/2017 02:00:41 AM PDT,Product 92,No,United Kingdom,1256,Name 191,"N/A, Complaint Closed Prior To This Field Implementation",Cable issue
00000192,Description 192,Closed,10/17/2017 09:03:54 PM PDT,10/20/2017 05:26:23 AM PDT,Product 93,No,Germany,N/A,Name 192,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000193,Description 193,Closed,10/17/2017 09:03:55 PM PDT,10/24/2017 07:39:00 AM PDT,Product 94,No,Germany,N/A,Name 193,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00000194,Description 194,Closed,10/17/2017 09:03:55 PM PDT,11/23/2017 11:41:35 PM PST,Product 95,No,Germany,1110,Name 194,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00000195,Description 195,Closed,10/17/2017 09:03:56 PM PDT,11/03/2017 04:54:24 AM PDT,Product 96,No,Italy,N/A,Name 195,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000196,Description 196,Closed,10/17/2017 09:03:57 PM PDT,11/23/2017 12:23:10 AM PST,Product 97,No,Italy,1213,Name 196,"N/A, Complaint Closed Prior To This Field Implementation",Pump
00000197,Description 197,Closed,10/17/2017 09:03:58 PM PDT,10/25/2017 12:18:14 AM PDT,Product 98,No,Germany,42259,Name 197,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000198,Description 198,Closed,10/17/2017 09:03:59 PM PDT,10/24/2017 03:52:41 AM PDT,Product 99,No,Germany,38949,Name 198,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000199,Description 199,Closed,10/17/2017 09:04:00 PM PDT,10/24/2017 03:35:45 AM PDT,Product 1,No,Germany,28484,Name 199,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00000200,Description 200,Closed,10/17/2017 09:04:00 PM PDT,10/24/2017 07:38:15 AM PDT,Product 2,No,Germany,452742,Name 200,"N/A, Complaint Closed Prior To This Field Implementation",Cable issue
00000201,Description 201,Closed,10/17/2017 09:04:01 PM PDT,11/23/2017 11:40:25 PM PST,Product 3,No,Germany,38949,Name 201,"N/A, Complaint Closed Prior To This Field Implementation",Power Issues
00000202,Description 202,Closed,10/17/2017 09:04:01 PM PDT,10/25/2017 12:26:05 AM PDT,Product 4,No,Germany,702386,Name 202,"N/A, Complaint Closed Prior To This Field Implementation",Firmware/Software
00000203,Description 203,Closed,10/17/2017 09:04:02 PM PDT,12/01/2017 05:48:17 AM PST,Product 5,No,Germany,981542,Name 203,"N/A, Complaint Closed Prior To This Field Implementation",Microphone
00000204,Description 204,Closed,10/17/2017 09:04:09 PM PDT,11/16/2017 05:01:49 AM PST,Product 6,No,Germany,N/A,Name 204,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000205,Description 205,Closed,10/17/2017 09:04:10 PM PDT,11/12/2017 11:43:39 PM PST,Product 7,No,Germany,N/A,Name 205,"N/A, Complaint Closed Prior To This Field Implementation",Headset
00000206,Description 206,Closed,10/17/2017 09:04:10 PM PDT,11/12/2017 11:44:20 PM PST,Product 8,No,Germany,N/A,Name 206,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000207,Description 207,Closed,10/17/2017 09:04:11 PM PDT,10/20/2017 06:02:36 AM PDT,Product 9,No,Germany,N/A,Name 207,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000208,Description 208,Closed,10/17/2017 09:04:11 PM PDT,10/20/2017 06:02:49 AM PDT,Product 10,No,Germany,N/A,Name 208,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000209,Description 209,Closed,10/18/2017 09:03:44 PM PDT,11/21/2017 04:44:21 AM PST,Product 11,No,Germany,N/A,Name 209,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000210,Description 210,Closed,10/18/2017 09:03:45 PM PDT,06/13/2018 04:48:46 AM PDT,Product 12,No,Germany,.,Name 210,N/A,Other
00000211,Description 211,Closed,10/18/2017 09:03:45 PM PDT,11/12/2017 11:43:55 PM PST,Product 13,No,Germany,n,Name 211,"N/A, Complaint Closed Prior To This Field Implementation",Parts Order
00000212,Description 212,Closed,10/18/2017 09:03:46 PM PDT,11/16/2017 05:50:25 AM PST,Product 14,No,Germany,N/A,Name 212,"N/A, Complaint Closed Prior To This Field Implementation",Parts Order
00000213,Description 213,Closed,10/18/2017 09:03:46 PM PDT,11/16/2017 10:01:52 PM PST,Product 15,No,Germany,N/A,Name 213,"N/A, Complaint Closed Prior To This Field Implementation",Microphone
00000214,Description 214,Closed,10/18/2017 09:03:47 PM PDT,06/13/2018 04:49:45 AM PDT,Product 16,No,Germany,20740041,Name 214,N/A,Cable issue
00000215,Description 215,Closed,10/17/2017 09:04:12 PM PDT,10/24/2017 07:39:39 AM PDT,Product 17,No,France,231836,Name 215,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00000216,Description 216,Submitted,10/17/2017 09:04:16 PM PDT,,Product 18,No,Norway,269783,Name 216,,Broken/Damaged Part
00000217,Description 217,Closed,10/17/2017 09:04:16 PM PDT,11/23/2017 11:39:57 PM PST,Product 19,No,United Kingdom,129264,Name 217,"N/A, Complaint Closed Prior To This Field Implementation",Computer Issue
00000218,Description 218,Submitted,02/26/2018 11:27:21 AM PST,,Product 20,No,Sweden,704731,Name 218,,AB ? Equip. - HW-Analog
00000219,Description 219,Closed,10/17/2017 09:04:57 PM PDT,06/13/2018 04:50:56 AM PDT,Product 21,No,United Kingdom,961823,Name 219,N/A,Other
00000220,Description 220,Review,10/18/2017 09:03:50 PM PDT,,Product 22,No,United Kingdom,N/A,Name 220,,
00000221,Description 221,Closed,10/18/2017 09:03:50 PM PDT,11/03/2017 05:08:20 AM PDT,Product 23,No,China,"300733, 300734",Name 221,"N/A, Complaint Closed Prior To This Field Implementation",Missing Material/Component
00000222,Description 222,Closed,10/18/2017 09:03:56 PM PDT,10/24/2017 07:36:41 AM PDT,Product 24,No,Germany,158504,Name 222,"N/A, Complaint Closed Prior To This Field Implementation",Main/Digital Board
00000223,Description 223,Closed,10/18/2017 09:04:01 PM PDT,12/01/2017 05:52:18 AM PST,Product 25,No,United Kingdom,356911 - 356316,Name 223,"N/A, Complaint Closed Prior To This Field Implementation",Hipro Board
00000224,Description 224,Closed,10/18/2017 09:04:02 PM PDT,11/23/2017 11:39:17 PM PST,Product 26,No,United Kingdom,42594,Name 224,"N/A, Complaint Closed Prior To This Field Implementation",Hipro Board
00000225,Description 225,Closed,10/18/2017 09:04:04 PM PDT,11/16/2017 10:02:31 PM PST,Product 27,No,Germany,N/A,Name 225,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000226,Description 226,Closed,10/18/2017 09:04:04 PM PDT,11/16/2017 10:03:08 PM PST,Product 28,No,Germany,M280411,Name 226,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000227,Description 227,Closed,10/18/2017 09:04:05 PM PDT,11/16/2017 05:25:29 AM PST,Product 29,No,Italy,LED121R0020141183,Name 227,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00000228,Description 228,Closed,10/18/2017 09:04:06 PM PDT,10/20/2017 05:30:57 AM PDT,Product 30,No,Germany,N/A,Name 228,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000229,Description 229,Closed,10/18/2017 09:04:06 PM PDT,11/16/2017 10:04:14 PM PST,Product 31,No,Germany,N/A,Name 229,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000230,Description 230,Closed,10/18/2017 09:04:07 PM PDT,10/20/2017 05:31:09 AM PDT,Product 32,No,Germany,N/A,Name 230,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000231,Description 231,Closed,10/18/2017 09:04:07 PM PDT,11/17/2017 02:26:29 AM PST,Product 33,No,Germany,N/A,Name 231,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000232,Description 232,Closed,10/18/2017 09:04:08 PM PDT,10/20/2017 04:19:52 AM PDT,Product 34,No,Germany,N/A,Name 232,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000233,Description 233,Closed,10/18/2017 09:04:08 PM PDT,10/20/2017 04:19:17 AM PDT,Product 35,No,Germany,N/A,Name 233,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000234,Description 234,Closed,10/18/2017 09:04:09 PM PDT,10/20/2017 04:18:02 AM PDT,Product 36,No,Germany,N/A,Name 234,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000235,Description 235,Closed,10/18/2017 09:04:09 PM PDT,10/19/2017 06:58:47 AM PDT,Product 37,No,Germany,N/A,Name 235,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000236,Description 236,Closed,10/18/2017 09:04:10 PM PDT,11/16/2017 05:03:00 AM PST,Product 38,No,Germany,N/A,Name 236,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000237,Description 237,Closed,10/18/2017 09:04:10 PM PDT,10/20/2017 04:16:11 AM PDT,Product 39,No,Germany,N/A,Name 237,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000238,Description 238,Closed,10/18/2017 09:04:11 PM PDT,10/19/2017 06:59:37 AM PDT,Product 40,No,Germany,N/A,Name 238,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000239,Description 239,Closed,10/18/2017 09:04:11 PM PDT,10/20/2017 04:17:30 AM PDT,Product 41,No,Germany,N/A,Name 239,"N/A, Complaint Closed Prior To This Field Implementation",Headset
00000240,Description 240,Closed,10/18/2017 09:04:12 PM PDT,10/20/2017 04:16:57 AM PDT,Product 42,No,Germany,N/A,Name 240,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000241,Description 241,Closed,10/18/2017 09:04:14 PM PDT,10/24/2017 07:32:07 AM PDT,Product 43,No,Italy,N/A,Name 241,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00000242,Description 242,Closed,10/18/2017 09:04:15 PM PDT,10/24/2017 07:29:13 AM PDT,Product 44,No,Italy,N/A,Name 242,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00000243,Description 243,Closed,10/18/2017 09:04:15 PM PDT,10/24/2017 07:31:10 AM PDT,Product 45,No,Italy,R26M16D000361,Name 243,"N/A, Complaint Closed Prior To This Field Implementation",Headset
00000244,Description 244,Closed,10/18/2017 09:04:16 PM PDT,10/20/2017 04:18:32 AM PDT,Product 46,No,Italy,449473,Name 244,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00000245,Description 245,Closed,10/18/2017 09:04:17 PM PDT,11/23/2017 11:38:39 PM PST,Product 47,No,Italy,N/A,Name 245,"N/A, Complaint Closed Prior To This Field Implementation",PSU/Charger
00000246,Description 246,Closed,10/18/2017 09:04:40 PM PDT,10/19/2017 06:18:01 AM PDT,Product 48,No,United Kingdom,16987,Name 246,"N/A, Complaint Closed Prior To This Field Implementation",Chassis
00000247,Description 247,Closed,10/18/2017 09:04:41 PM PDT,10/19/2017 05:42:45 AM PDT,Product 49,No,United Kingdom,948301,Name 247,"N/A, Complaint Closed Prior To This Field Implementation",Hipro
